C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_246.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_246.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_246.jpg,0,1,0,30.18106
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_317.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_317.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_317.jpg,0,1,0,30.18737
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_398.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_398.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_398.jpg,0.2,1,0,30.18755
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_472.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_472.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_472.jpg,0.4,1,0,30.16526
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_548.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_548.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_548.jpg,0,1,0,30.18897
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_621.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_621.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_621.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_697.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_697.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_697.jpg,0,1,0,30.19072
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_774.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_774.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_774.jpg,-0.2,1,0,30.17833
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_857.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_857.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_857.jpg,0,1,0,30.19166
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_44_933.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_44_933.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_44_933.jpg,0,1,0,30.19041
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_012.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_012.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_012.jpg,0,1,0,30.19058
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_090.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_090.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_090.jpg,0,1,0,30.19093
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_169.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_169.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_169.jpg,0,1,0,30.19086
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_248.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_248.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_248.jpg,0,1,0,30.18946
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_329.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_329.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_329.jpg,-0.1,1,0,30.18796
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_404.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_404.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_404.jpg,0,1,0,30.19149
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_487.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_487.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_487.jpg,0,1,0,30.18978
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_565.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_565.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_565.jpg,0,1,0,30.1902
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_643.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_643.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_643.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_719.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_719.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_719.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_802.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_802.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_802.jpg,0,1,0,30.19031
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_881.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_881.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_881.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_45_962.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_45_962.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_45_962.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_038.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_038.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_038.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_120.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_120.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_120.jpg,0,1,0,30.19031
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_198.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_198.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_198.jpg,-0.2,1,0,30.17984
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_275.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_275.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_275.jpg,-0.4,1,0,30.15751
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_354.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_354.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_354.jpg,0,1,0,30.18901
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_435.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_435.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_435.jpg,0,1,0,30.18999
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_511.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_511.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_511.jpg,0,1,0,30.19019
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_589.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_589.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_589.jpg,0,1,0,30.18989
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_668.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_668.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_668.jpg,0,1,0,30.18997
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_747.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_747.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_747.jpg,0,1,0,30.19041
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_824.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_824.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_824.jpg,-0.1,1,0,30.18734
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_903.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_903.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_903.jpg,-0.3,1,0,30.1694
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_46_981.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_46_981.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_46_981.jpg,0,1,0,30.18107
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_059.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_059.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_059.jpg,0,1,0,30.18904
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_138.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_138.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_138.jpg,0,1,0,30.19002
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_218.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_218.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_218.jpg,0,1,0,30.19022
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_295.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_295.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_295.jpg,0,1,0,30.19026
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_371.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_371.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_371.jpg,-0.2,1,0,30.18077
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_448.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_448.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_448.jpg,-0.4,1,0,30.15864
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_529.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_529.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_529.jpg,0,1,0,30.1891
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_605.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_605.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_605.jpg,0,1,0,30.19025
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_684.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_684.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_684.jpg,0,1,0,30.19051
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_760.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_760.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_760.jpg,0,1,0,30.19056
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_839.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_839.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_839.jpg,0,1,0,30.19071
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_915.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_915.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_915.jpg,-0.2,1,0,30.18027
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_47_988.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_47_988.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_47_988.jpg,0,1,0,30.19065
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_064.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_064.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_064.jpg,0,1,0,30.19092
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_141.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_141.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_141.jpg,0,1,0,30.18997
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_217.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_217.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_217.jpg,0,1,0,30.19025
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_291.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_291.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_291.jpg,0,1,0,30.19029
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_370.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_370.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_370.jpg,0,1,0,30.19031
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_441.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_441.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_441.jpg,0.15,1,0,30.18408
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_516.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_516.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_516.jpg,0,1,0,30.19033
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_589.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_589.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_589.jpg,0,1,0,30.19028
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_664.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_664.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_664.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_738.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_738.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_738.jpg,0,1,0,30.19028
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_816.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_816.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_816.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_895.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_895.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_895.jpg,0,1,0,30.19028
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_48_976.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_48_976.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_48_976.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_072.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_072.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_072.jpg,0,1,0,30.19026
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_152.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_152.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_152.jpg,0,1,0,30.19028
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_245.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_245.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_245.jpg,0,1,0,30.19032
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_325.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_325.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_325.jpg,0,1,0,30.19029
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_405.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_405.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_405.jpg,0.15,1,0,30.18423
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_485.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_485.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_485.jpg,0.35,1,0,30.16345
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_566.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_566.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_566.jpg,0,1,0,30.1895
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_651.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_651.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_651.jpg,0,1,0,30.19008
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_735.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_735.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_735.jpg,0,1,0,30.19027
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_819.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_819.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_819.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_898.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_898.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_898.jpg,0,1,0,30.19029
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_49_979.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_49_979.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_49_979.jpg,0,1,0,30.19031
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_059.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_059.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_059.jpg,0,1,0,30.19031
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_139.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_139.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_139.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_220.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_220.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_220.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_305.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_305.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_305.jpg,0,1,0,30.1903
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_391.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_391.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_391.jpg,0,1,0,30.19028
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_481.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_481.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_481.jpg,0,1,0,30.19033
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_573.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_573.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_573.jpg,0,1,0,30.19029
C:\Users\hp\Desktop\IMG\center_2019_07_09_13_44_50_663.jpg,C:\Users\hp\Desktop\IMG\left_2019_07_09_13_44_50_663.jpg,C:\Users\hp\Desktop\IMG\right_2019_07_09_13_44_50_663.jpg,0,1,0,30.19031
